Time,CensusTract,NumberOfReports
04/2018,76.0,1
04/2018,79.0,3
04/2018,166.0,5
04/2018,44.0,2
04/2018,99.02,3
04/2018,399.01,4
04/2018,62.0,3
04/2018,174.02,3
04/2018,547.0,2
04/2018,45.0,2
04/2018,6.0,4
04/2018,151.0,3
04/2018,77.0,2
04/2018,436.0,5
04/2018,1058.04,1
04/2018,374.0,4
04/2018,129.02,2
04/2018,628.0,2
04/2018,63.0,2
04/2018,133.0,3
04/2018,185.0,1
04/2018,389.0,4
04/2018,111.0,4
04/2018,809.0,2
04/2018,828.0,3
04/2018,76.01,1
04/2018,207.0,1
04/2018,377.0,3
04/2018,98.0,6
04/2018,513.0,1
04/2018,1467.0,3
04/2018,64.0,3
04/2018,34.0,7
04/2018,240.0,1
04/2018,158.01,1
04/2018,302.01,4
04/2018,527.0,2
04/2018,59.0,8
04/2018,1085.0,5
04/2018,633.02,1
04/2018,444.0,3
04/2018,233.0,3
04/2018,924.0,1
04/2018,855.0,2
04/2018,184.02,2
04/2018,24.0,7
04/2018,371.0,3
04/2018,997.01,2
04/2018,328.0,3
04/2018,426.0,2
04/2018,942.02,3
04/2018,259.0,2
04/2018,916.0,1
04/2018,69.0,4
04/2018,445.0,1
04/2018,776.0,4
04/2018,189.0,6
04/2018,514.0,3
04/2018,362.0,1
04/2018,273.0,2
04/2018,938.0,1
04/2018,29.02,4
04/2018,181.0,6
04/2018,393.0,2
04/2018,120.0,3
04/2018,161.0,6
04/2018,283.0,4
04/2018,492.0,2
04/2018,170.09,1
04/2018,517.0,3
04/2018,713.03,2
04/2018,186.0,2
04/2018,462.06,1
04/2018,380.0,5
04/2018,392.0,2
04/2018,1116.0,2
04/2018,626.0,1
04/2018,770.0,2
04/2018,271.02,1
04/2018,54.0,6
04/2018,189.01,1
04/2018,473.0,2
04/2018,236.0,6
04/2018,221.01,1
04/2018,1070.01,1
04/2018,40.02,2
04/2018,63.01,2
04/2018,345.0,5
04/2018,146.01,1
04/2018,713.04,1
05/2018,94.01,1
05/2018,1176.02,1
05/2018,132.01,1
05/2018,229.0,1
05/2018,686.0,1
05/2018,233.02,1
05/2018,280.0,1
05/2018,176.0,1
05/2018,504.02,1
05/2018,228.0,1
05/2018,170.16,1
05/2018,455.0,1
04/2018,293.02,3
04/2018,546.0,1
04/2018,191.0,1
04/2018,810.0,1
04/2018,401.02,1
04/2018,1164.0,1
04/2018,288.0,1
04/2018,1016.0,1
04/2018,193.0,7
04/2018,502.01,1
04/2018,10.01,4
04/2018,125.0,6
04/2018,33.02,2
04/2018,579.01,1
04/2018,22.0,1
04/2018,1070.02,1
04/2018,115.0,1
04/2018,26.02,4
04/2018,460.0,4
04/2018,441.0,2
04/2018,293.01,1
04/2018,922.0,1
04/2018,230.0,4
04/2018,820.0,2
04/2018,309.03,1
04/2018,195.0,4
04/2018,865.0,3
04/2018,593.0,1
04/2018,408.0,2
04/2018,1026.0,1
04/2018,928.0,1
04/2018,396.0,2
04/2018,512.0,3
04/2018,177.01,1
04/2018,147.01,5
04/2018,960.0,1
04/2018,41.0,6
04/2018,37.0,4
04/2018,302.02,2
04/2018,49.0,6
04/2018,84.0,2
04/2018,1010.03,1
04/2018,910.0,4
04/2018,543.0,2
04/2018,137.0,1
04/2018,267.02,1
04/2018,154.0,2
04/2018,666.0,2
04/2018,65.0,6
04/2018,33.0,3
04/2018,342.0,6
04/2018,429.02,1
04/2018,698.0,2
04/2018,249.0,3
04/2018,196.0,1
04/2018,1529.02,1
04/2018,1399.0,1
04/2018,558.0,1
04/2018,713.05,1
04/2018,365.01,1
04/2018,177.02,4
04/2018,132.01,1
04/2018,136.02,1
04/2018,59.02,2
04/2018,837.0,1
04/2018,169.0,6
04/2018,284.0,3
04/2018,256.0,1
04/2018,289.0,3
04/2018,591.0,2
04/2018,141.01,4
04/2018,1160.0,1
04/2018,385.0,3
04/2018,482.0,1
04/2018,539.0,1
04/2018,154.01,2
04/2018,90.0,4
04/2018,398.0,5
04/2018,866.0,1
04/2018,862.0,1
04/2018,654.02,1
04/2018,506.0,1
04/2018,138.0,2
04/2018,243.0,2
04/2018,229.01,2
04/2018,15.01,2
04/2018,245.01,4
04/2018,330.0,4
04/2018,757.02,1
04/2018,1126.0,2
04/2018,1479.0,2
04/2018,293.0,3
04/2018,317.0,1
04/2018,742.0,1
04/2018,800.0,1
04/2018,185.01,1
04/2018,1205.0,1
04/2018,170.12,1
04/2018,151.02,3
04/2018,198.0,6
04/2018,1208.02,1
04/2018,58.0,1
04/2018,1176.02,1
04/2018,779.07,1
04/2018,329.0,1
04/2018,912.0,1
04/2018,1571.02,1
04/2018,208.05,1
04/2018,1058.01,1
04/2018,442.0,3
04/2018,144.0,3
04/2018,894.0,1
04/2018,113.0,1
04/2018,1142.02,1
04/2018,508.03,4
04/2018,1022.0,2
04/2018,826.0,1
04/2018,276.0,1
04/2018,27.02,1
04/2018,156.01,2
04/2018,18.0,3
04/2018,135.02,1
04/2018,343.0,4
04/2018,351.0,1
04/2018,792.01,1
04/2018,858.0,2
04/2018,140.0,2
04/2018,613.01,1
04/2018,13.0,3
04/2018,555.0,3
04/2018,596.0,1
04/2018,352.0,2
04/2018,433.0,2
04/2018,11.0,1
04/2018,1223.0,1
04/2018,40.01,1
04/2018,257.0,3
04/2018,31.0,1
04/2018,206.0,1
04/2018,220.01,1
04/2018,277.02,1
04/2018,383.0,2
04/2018,361.0,4
04/2018,525.0,2
04/2018,339.0,3
04/2018,529.0,1
04/2018,246.0,1
04/2018,359.0,2
04/2018,297.0,3
04/2018,14.02,1
04/2018,91.0,1
04/2018,180.0,4
04/2018,421.0,2
04/2018,146.02,2
04/2018,22.01,2
04/2018,221.0,1
04/2018,237.02,1
04/2018,119.0,4
04/2018,577.0,2
04/2018,153.0,5
04/2018,501.0,1
04/2018,889.02,2
04/2018,557.0,1
04/2018,424.0,2
04/2018,50.01,1
04/2018,242.0,2
04/2018,78.0,3
04/2018,403.0,1
04/2018,616.0,1
04/2018,403.02,2
04/2018,87.0,3
04/2018,307.0,2
04/2018,72.0,3
04/2018,652.0,1
04/2018,405.02,1
04/2018,954.0,2
04/2018,1617.0,1
04/2018,518.0,2
04/2018,106.02,1
04/2018,127.0,5
04/2018,288.02,1
04/2018,74.0,3
04/2018,149.0,1
04/2018,123.01,3
04/2018,29.0,1
04/2018,243.01,1
04/2018,267.0,3
04/2018,82.0,2
04/2018,115.02,1
04/2018,1.0,3
04/2018,435.0,1
04/2018,26.0,1
04/2018,697.01,1
04/2018,1522.0,1
04/2018,164.0,1
04/2018,642.0,1
04/2018,220.0,2
04/2018,89.0,4
04/2018,358.0,1
04/2018,458.0,2
04/2018,670.0,1
04/2018,197.01,1
04/2018,229.0,3
04/2018,750.0,1
04/2018,66.0,1
04/2018,790.0,1
04/2018,1241.0,1
04/2018,560.0,1
04/2018,210.0,3
04/2018,255.0,3
04/2018,55.01,1
04/2018,690.0,1
04/2018,504.01,1
04/2018,215.0,2
04/2018,223.0,1
04/2018,859.0,1
04/2018,622.0,1
04/2018,693.0,1
04/2018,30.0,1
04/2018,135.0,1
04/2018,238.03,1
04/2018,916.03,1
04/2018,9.0,2
04/2018,1220.0,4
04/2018,128.0,1
04/2018,146.06,1
04/2018,884.0,1
04/2018,108.0,1
04/2018,418.0,1
04/2018,534.0,1
04/2018,510.02,1
04/2018,467.0,2
04/2018,146.04,1
04/2018,206.01,3
04/2018,83.0,1
04/2018,149.01,1
04/2018,618.0,1
04/2018,566.0,1
04/2018,428.0,1
04/2018,2074.0,1
04/2018,126.01,2
04/2018,213.02,1
04/2018,154.02,1
04/2018,680.0,1
04/2018,202.0,1
04/2018,450.0,2
04/2018,264.0,2
04/2018,1187.0,1
04/2018,574.0,1
04/2018,56.0,1
04/2018,336.0,2
04/2018,326.0,3
04/2018,656.0,2
04/2018,1033.0,1
04/2018,130.0,1
04/2018,60.0,1
04/2018,449.02,1
04/2018,177.0,1
04/2018,654.01,1
04/2018,497.0,1
04/2018,254.02,2
04/2018,224.04,1
04/2018,325.0,2
04/2018,1118.0,1
04/2018,1429.0,1
04/2018,723.0,1
04/2018,295.0,1
04/2018,480.0,1
04/2018,1208.01,1
04/2018,94.0,1
04/2018,568.0,1
04/2018,1175.0,2
04/2018,1227.04,1
04/2018,906.0,1
04/2018,493.02,2
04/2018,314.0,2
04/2018,36.01,1
04/2018,1059.0,1
04/2018,5.0,1
04/2018,86.01,1
04/2018,176.0,1
04/2018,419.0,2
04/2018,254.0,1
04/2018,123.0,1
04/2018,266.02,1
04/2018,80.0,1
04/2018,170.16,1
04/2018,496.0,1
04/2018,35.0,1
04/2018,580.0,1
04/2018,1129.0,2
04/2018,1156.0,1
04/2018,535.0,2
04/2018,291.04,2
04/2018,96.0,1
04/2018,20.01,1
04/2018,403.03,1
04/2018,504.0,1
04/2018,31.01,1
04/2018,53.0,1
04/2018,273.02,1
04/2018,190.0,3
04/2018,508.01,1
04/2018,1157.0,1
04/2018,150.01,1
04/2018,1124.0,1
04/2018,449.01,2
04/2018,185.02,1
04/2018,982.0,3
04/2018,298.0,1
04/2018,181.02,1
04/2018,907.0,1
04/2018,61.0,2
04/2018,511.0,2
04/2018,319.02,1
04/2018,12.0,1
04/2018,443.02,1
04/2018,46.0,1
04/2018,70.02,1
04/2018,996.0,1
04/2018,121.01,1
04/2018,148.02,1
04/2018,1571.01,1
04/2018,155.0,2
04/2018,1142.01,1
04/2018,141.02,1
04/2018,48.0,1
04/2018,890.0,1
04/2018,958.0,1
04/2018,212.0,1
04/2018,477.0,3
04/2018,97.0,1
04/2018,174.01,2
04/2018,370.0,1
04/2018,227.0,1
04/2018,127.01,1
04/2018,994.0,1
04/2018,221.02,1
04/2018,878.0,1
04/2018,20.02,1
04/2018,925.0,1
04/2018,233.02,1
04/2018,1507.01,1
04/2018,399.02,1
04/2018,227.03,1
04/2018,462.05,1
04/2018,722.0,1
04/2018,437.02,1
04/2018,916.04,1
04/2018,210.02,1
04/2018,1198.0,1
04/2018,132.02,1
04/2018,792.02,1
04/2018,1210.0,3
04/2018,101.0,1
04/2018,1447.0,1
04/2018,187.04,1
04/2018,208.04,1
04/2018,429.0,1
04/2018,152.0,1
04/2018,462.09,1
04/2018,707.0,1
04/2018,1621.0,1
03/2018,247.0,2
03/2018,135.02,1
03/2018,151.01,3
03/2018,332.01,2
03/2018,736.0,2
03/2018,53.02,3
03/2018,53.0,2
03/2018,189.0,16
03/2018,1291.02,2
03/2018,68.0,2
03/2018,500.0,2
03/2018,143.0,16
03/2018,263.0,9
03/2018,237.04,3
03/2018,311.0,8
03/2018,9.0,1
03/2018,1110.0,3
03/2018,242.0,4
03/2018,462.05,3
03/2018,121.01,2
03/2018,1104.0,2
03/2018,499.0,1
03/2018,90.0,10
03/2018,1118.0,4
03/2018,147.01,6
03/2018,806.0,4
03/2018,92.01,1
03/2018,363.0,3
03/2018,133.0,15
03/2018,958.0,2
03/2018,1132.0,2
03/2018,326.0,7
04/2018,779.02,1
04/2018,223.01,1
04/2018,556.0,1
04/2018,353.02,1
04/2018,469.02,1
04/2018,589.0,1
04/2018,403.04,1
04/2018,446.01,1
04/2018,447.0,1
04/2018,144.02,1
03/2018,972.02,2
03/2018,177.02,5
03/2018,115.02,3
03/2018,72.0,8
03/2018,125.0,3
03/2018,216.01,7
03/2018,319.0,3
03/2018,302.01,5
03/2018,419.0,2
03/2018,413.0,1
03/2018,105.0,1
03/2018,127.0,5
03/2018,1010.04,2
03/2018,138.0,6
03/2018,309.01,2
03/2018,521.0,1
03/2018,22.02,1
03/2018,153.0,6
03/2018,366.0,4
03/2018,417.0,7
03/2018,146.04,4
03/2018,29.0,1
03/2018,173.0,8
03/2018,180.0,3
03/2018,243.02,3
03/2018,194.0,5
03/2018,15.01,5
03/2018,458.0,2
03/2018,30.01,4
03/2018,258.0,2
03/2018,16.0,2
03/2018,307.0,7
03/2018,972.05,2
03/2018,664.02,3
03/2018,229.0,5
03/2018,516.01,5
03/2018,683.0,1
03/2018,462.03,14
03/2018,1157.0,1
03/2018,30.02,6
03/2018,69.0,5
03/2018,51.0,4
03/2018,908.0,2
03/2018,256.0,3
03/2018,183.01,2
03/2018,267.0,4
03/2018,183.0,6
03/2018,361.0,2
03/2018,4.0,1
03/2018,1162.0,1
03/2018,10.0,1
03/2018,122.0,2
03/2018,347.0,4
03/2018,394.0,4
03/2018,1507.01,1
03/2018,1579.01,3
03/2018,131.0,9
03/2018,359.0,5
03/2018,1185.0,1
03/2018,373.0,2
03/2018,383.03,3
03/2018,111.0,7
03/2018,300.0,1
03/2018,139.0,13
03/2018,96.02,2
03/2018,162.0,5
03/2018,551.0,1
03/2018,25.0,6
03/2018,1220.0,4
03/2018,238.0,2
03/2018,560.0,1
03/2018,1214.0,3
03/2018,170.0,3
03/2018,213.03,5
03/2018,39.0,14
03/2018,1142.01,2
03/2018,519.0,3
03/2018,253.0,6
03/2018,245.0,5
03/2018,236.0,6
03/2018,67.0,2
03/2018,231.0,9
03/2018,7.02,1
03/2018,329.0,1
03/2018,302.02,5
03/2018,327.0,3
03/2018,235.01,5
03/2018,229.02,2
03/2018,225.0,5
03/2018,513.0,6
03/2018,335.0,3
03/2018,1241.0,3
03/2018,1141.0,1
03/2018,303.0,3
03/2018,395.0,6
03/2018,492.01,1
03/2018,808.0,2
03/2018,244.02,1
03/2018,508.03,2
03/2018,261.0,6
03/2018,135.0,2
04/2018,47.0,1
04/2018,142.0,1
04/2018,52.02,1
04/2018,42.0,1
04/2018,868.0,1
04/2018,806.0,1
04/2018,1377.0,2
04/2018,786.02,1
04/2018,205.0,1
04/2018,265.0,1
04/2018,296.0,1
04/2018,1227.03,1
04/2018,486.0,1
04/2018,1128.0,1
03/2018,403.02,1
03/2018,792.0,2
03/2018,352.0,2
03/2018,60.0,2
03/2018,273.01,1
03/2018,6.0,6
03/2018,283.0,7
03/2018,13.0,7
03/2018,1385.01,1
03/2018,273.02,2
03/2018,195.0,7
03/2018,65.02,3
03/2018,275.0,2
03/2018,769.01,1
03/2018,134.0,2
03/2018,572.0,1
03/2018,145.0,5
03/2018,343.0,4
03/2018,229.01,1
03/2018,78.0,2
03/2018,153.01,2
03/2018,446.01,4
03/2018,237.0,3
03/2018,169.0,7
03/2018,20.01,3
03/2018,22.01,4
03/2018,340.0,1
03/2018,36.0,3
03/2018,38.0,8
03/2018,1039.0,2
03/2018,1333.0,3
03/2018,449.01,2
03/2018,900.0,2
03/2018,191.0,5
03/2018,233.0,2
03/2018,368.0,2
03/2018,273.0,4
03/2018,20.02,2
03/2018,982.0,2
03/2018,8.0,2
03/2018,406.0,1
03/2018,1.02,1
03/2018,142.02,2
03/2018,47.0,5
03/2018,83.0,3
03/2018,184.0,7
03/2018,399.02,4
03/2018,277.01,2
03/2018,569.0,1
03/2018,1227.04,1
03/2018,202.0,1
03/2018,79.0,7
03/2018,277.04,1
03/2018,101.0,2
03/2018,745.0,1
03/2018,408.0,1
03/2018,205.01,3
03/2018,849.02,1
03/2018,494.0,1
03/2018,1277.0,1
03/2018,383.0,3
03/2018,619.0,1
03/2018,206.01,2
03/2018,374.0,3
03/2018,43.0,17
03/2018,93.01,2
03/2018,179.0,3
03/2018,364.0,3
03/2018,997.04,1
03/2018,161.0,6
03/2018,171.0,5
03/2018,910.0,9
03/2018,1058.01,1
03/2018,59.0,4
03/2018,248.0,2
03/2018,132.01,2
03/2018,405.02,2
03/2018,77.0,3
03/2018,183.02,1
03/2018,713.04,1
03/2018,279.0,4
03/2018,1291.04,2
03/2018,137.0,6
03/2018,129.01,4
03/2018,24.0,6
03/2018,50.0,4
03/2018,260.0,1
03/2018,124.0,2
03/2018,358.0,4
03/2018,81.0,10
03/2018,152.0,4
03/2018,317.01,1
03/2018,288.0,1
03/2018,998.02,1
03/2018,140.0,6
03/2018,576.0,1
03/2018,21.0,6
03/2018,779.02,4
03/2018,317.03,3
03/2018,175.0,5
03/2018,380.0,2
03/2018,108.02,2
03/2018,141.0,1
03/2018,414.01,2
03/2018,157.0,5
03/2018,129.02,1
03/2018,336.0,3
03/2018,462.06,2
03/2018,57.0,3
03/2018,938.0,2
03/2018,515.0,1
03/2018,907.0,2
03/2018,75.0,5
03/2018,98.0,8
03/2018,174.02,2
03/2018,52.0,3
03/2018,181.02,4
03/2018,255.0,3
03/2018,94.01,1
03/2018,2.02,4
03/2018,223.0,3
03/2018,265.0,4
03/2018,414.0,3
03/2018,10.01,3
03/2018,253.01,3
03/2018,71.0,4
03/2018,1194.0,1
03/2018,40.02,3
03/2018,415.0,3
03/2018,55.02,2
03/2018,436.0,3
03/2018,20.0,4
03/2018,445.0,1
03/2018,1502.0,2
03/2018,466.0,1
03/2018,772.0,2
03/2018,41.0,3
03/2018,15.02,6
03/2018,227.0,3
03/2018,168.0,4
03/2018,28.0,4
03/2018,62.02,1
03/2018,213.02,1
03/2018,92.0,3
03/2018,345.0,9
03/2018,33.01,2
03/2018,1237.0,3
03/2018,862.0,2
03/2018,112.02,1
03/2018,85.0,4
03/2018,50.02,1
03/2018,234.0,6
03/2018,1033.0,1
03/2018,429.0,2
03/2018,405.01,2
03/2018,680.0,3
03/2018,434.0,1
03/2018,337.0,2
03/2018,254.0,1
03/2018,545.0,3
03/2018,1093.0,2
03/2018,154.02,3
03/2018,89.0,3
03/2018,441.0,1
03/2018,407.01,4
03/2018,224.03,3
03/2018,210.0,2
03/2018,232.0,3
03/2018,309.02,2
03/2018,570.0,2
03/2018,66.0,2
03/2018,391.0,2
03/2018,246.0,3
03/2018,34.0,4
03/2018,206.0,1
03/2018,222.0,4
03/2018,118.0,3
03/2018,390.0,2
03/2018,354.0,1
03/2018,424.0,1
03/2018,517.0,3
03/2018,902.0,1
03/2018,33.0,1
03/2018,193.0,5
03/2018,924.0,3
03/2018,200.0,3
03/2018,172.0,6
03/2018,119.0,2
03/2018,36.02,3
03/2018,199.0,2
03/2018,14.02,2
03/2018,104.01,2
03/2018,939.0,1
03/2018,717.01,2
03/2018,353.01,2
03/2018,62.0,4
03/2018,553.0,1
03/2018,249.0,3
03/2018,184.01,1
03/2018,73.0,1
03/2018,211.0,11
03/2018,84.0,4
03/2018,44.0,1
03/2018,437.02,1
03/2018,674.0,1
03/2018,251.0,2
03/2018,317.02,1
03/2018,381.0,3
03/2018,1529.01,2
03/2018,214.0,2
03/2018,218.0,1
03/2018,330.0,3
03/2018,110.0,3
03/2018,334.0,2
03/2018,150.0,2
03/2018,146.02,2
03/2018,141.01,2
03/2018,711.0,1
03/2018,369.01,1
03/2018,281.0,1
03/2018,56.0,3
03/2018,33.02,1
03/2018,846.02,1
03/2018,446.0,1
03/2018,954.0,3
03/2018,1032.01,1
03/2018,287.0,6
03/2018,174.01,6
03/2018,1047.0,2
03/2018,696.02,4
03/2018,966.0,1
03/2018,26.02,5
03/2018,204.0,2
03/2018,779.03,1
03/2018,284.0,1
03/2018,266.0,1
03/2018,559.0,1
03/2018,132.03,2
03/2018,770.0,1
03/2018,382.0,3
03/2018,154.01,1
03/2018,401.0,1
03/2018,156.02,2
03/2018,136.02,3
03/2018,18.0,2
03/2018,425.0,3
03/2018,641.02,1
03/2018,237.02,1
03/2018,156.01,5
03/2018,128.06,1
03/2018,216.0,4
03/2018,221.01,1
03/2018,360.0,1
03/2018,2.01,1
03/2018,136.0,2
03/2018,239.0,1
03/2018,1479.0,2
03/2018,27.01,1
03/2018,56.01,3
03/2018,7.0,2
03/2018,54.0,4
03/2018,856.0,1
03/2018,230.0,5
03/2018,321.0,2
03/2018,167.0,9
03/2018,1471.0,3
03/2018,481.0,2
03/2018,215.02,3
03/2018,197.0,2
03/2018,992.0,1
03/2018,1579.02,2
03/2018,488.0,1
03/2018,379.0,5
03/2018,367.0,2
03/2018,177.0,4
03/2018,375.0,1
03/2018,460.0,5
03/2018,207.02,1
03/2018,925.0,1
03/2018,826.0,1
03/2018,512.0,2
03/2018,624.0,2
03/2018,264.0,3
03/2018,896.0,1
03/2018,440.0,1
03/2018,189.02,2
03/2018,208.05,3
03/2018,170.13,2
03/2018,1267.0,1
03/2018,328.0,1
03/2018,82.0,2
03/2018,299.0,1
03/2018,65.0,3
03/2018,185.01,1
03/2018,324.0,1
03/2018,671.0,1
03/2018,486.0,1
03/2018,571.0,2
03/2018,196.0,2
03/2018,869.0,1
03/2018,496.0,1
03/2018,174.0,1
03/2018,269.0,3
03/2018,401.02,1
03/2018,919.0,1
03/2018,277.0,4
03/2018,62.01,1
03/2018,491.0,3
03/2018,566.0,1
03/2018,158.02,2
03/2018,165.0,2
03/2018,201.0,5
03/2018,208.03,1
03/2018,151.0,5
03/2018,972.04,1
03/2018,219.0,7
03/2018,164.0,1
03/2018,14.01,1
03/2018,166.0,4
03/2018,462.0,1
03/2018,840.0,2
03/2018,484.01,1
03/2018,198.0,2
03/2018,987.0,2
03/2018,88.0,1
03/2018,163.0,3
03/2018,19.01,2
03/2018,271.01,1
03/2018,266.02,1
03/2018,932.0,1
03/2018,44.01,1
03/2018,433.0,1
03/2018,1176.01,1
03/2018,270.0,1
03/2018,427.0,1
03/2018,890.0,3
03/2018,796.01,1
03/2018,188.0,3
03/2018,146.06,2
03/2018,278.0,1
03/2018,112.01,2
03/2018,112.0,1
03/2018,1166.0,2
03/2018,505.0,1
03/2018,531.01,1
03/2018,241.0,4
03/2018,181.01,1
03/2018,55.01,1
03/2018,271.02,1
03/2018,217.03,3
03/2018,197.02,2
03/2018,1152.0,1
03/2018,185.0,1
03/2018,721.0,1
03/2018,245.02,1
03/2018,285.0,1
03/2018,186.0,5
03/2018,508.04,1
03/2018,212.0,1
03/2018,550.0,1
03/2018,223.02,1
03/2018,746.0,1
03/2018,217.0,2
03/2018,3.01,2
03/2018,207.0,1
03/2018,254.02,4
03/2018,762.0,2
03/2018,87.0,2
03/2018,120.0,3
03/2018,223.01,3
03/2018,348.0,4
03/2018,1124.0,1
03/2018,1156.0,4
03/2018,884.0,3
03/2018,421.0,3
03/2018,293.01,1
03/2018,49.0,5
03/2018,565.0,1
03/2018,404.0,2
03/2018,215.0,1
03/2018,201.02,6
03/2018,1106.0,1
03/2018,342.0,3
03/2018,76.0,1
03/2018,32.0,3
03/2018,93.0,2
03/2018,637.0,1
03/2018,548.0,3
03/2018,371.0,2
03/2018,477.0,1
03/2018,672.0,1
03/2018,1058.04,1
03/2018,297.0,2
03/2018,130.0,2
03/2018,121.02,1
03/2018,333.0,1
03/2018,179.01,2
03/2018,1507.02,1
03/2018,339.0,3
03/2018,480.0,1
03/2018,221.02,3
03/2018,86.03,1
03/2018,355.0,1
03/2018,254.01,1
03/2018,385.0,2
03/2018,103.0,1
03/2018,238.03,2
03/2018,56.02,1
03/2018,822.0,2
03/2018,528.0,1
03/2018,35.0,1
03/2018,625.0,1
03/2018,810.0,1
03/2018,271.0,1
03/2018,508.01,3
03/2018,462.09,1
03/2018,912.0,1
03/2018,289.0,2
03/2018,386.0,1
03/2018,396.0,3
03/2018,208.0,2
03/2018,742.0,1
03/2018,399.01,1
03/2018,169.01,2
03/2018,226.0,6
03/2018,209.01,2
03/2018,128.0,1
03/2018,257.0,2
03/2018,182.0,1
03/2018,99.01,1
03/2018,100.0,4
03/2018,403.04,1
03/2018,1385.02,1
03/2018,928.0,1
03/2018,1159.0,1
03/2018,756.0,2
03/2018,485.0,2
03/2018,470.0,2
03/2018,91.0,1
03/2018,94.0,2
03/2018,148.02,1
03/2018,12.0,2
03/2018,944.01,1
03/2018,119.01,1
03/2018,493.02,3
03/2018,148.01,4
03/2018,402.0,1
03/2018,240.0,2
03/2018,1409.01,3
03/2018,498.0,1
03/2018,76.01,1
03/2018,154.0,1
03/2018,149.0,1
03/2018,451.01,1
03/2018,942.03,1
03/2018,213.0,3
03/2018,600.0,2
03/2018,365.01,1
03/2018,132.04,1
03/2018,294.0,2
03/2018,243.0,2
03/2018,563.01,1
03/2018,929.0,1
03/2018,295.0,1
03/2018,228.0,1
03/2018,233.01,2
03/2018,430.0,2
03/2018,865.0,1
03/2018,1155.0,2
03/2018,305.0,1
03/2018,19.03,2
03/2018,109.0,2
03/2018,1399.0,1
03/2018,595.02,1
03/2018,108.01,1
03/2018,1429.0,2
03/2018,1010.03,3
03/2018,253.02,1
03/2018,235.02,1
03/2018,383.01,1
03/2018,293.0,1
03/2018,277.02,2
03/2018,1367.0,1
03/2018,970.0,1
03/2018,64.0,3
03/2018,1198.0,1
03/2018,58.0,1
03/2018,516.02,1
03/2018,1163.02,1
03/2018,293.02,2
03/2018,197.01,1
03/2018,797.02,1
03/2018,70.01,1
03/2018,309.06,1
03/2018,259.0,2
03/2018,148.0,1
03/2018,334.04,1
03/2018,298.0,2
03/2018,621.0,1
03/2018,170.14,2
03/2018,177.01,2
03/2018,220.0,1
03/2018,1617.0,2
03/2018,697.01,3
03/2018,291.0,2
03/2018,557.0,1
03/2018,389.0,2
03/2018,393.0,1
03/2018,37.0,1
03/2018,648.0,1
03/2018,26.01,2
03/2018,501.0,1
03/2018,1207.01,1
03/2018,682.0,1
03/2018,1012.0,2
03/2018,871.0,1
03/2018,46.0,1
03/2018,428.0,3
03/2018,990.0,2
03/2018,616.02,1
03/2018,788.01,1
03/2018,250.0,1
03/2018,462.02,1
03/2018,547.0,2
03/2018,719.0,2
03/2018,74.0,1
03/2018,160.0,1
03/2018,942.02,2
03/2018,520.0,2
03/2018,224.0,4
03/2018,411.0,1
03/2018,525.0,1
03/2018,97.0,3
03/2018,549.0,1
03/2018,59.02,1
03/2018,323.0,1
03/2018,226.01,1
03/2018,216.02,1
03/2018,151.02,1
03/2018,141.02,1
03/2018,397.0,1
03/2018,889.02,1
03/2018,144.0,1
03/2018,1139.0,2
03/2018,453.0,1
03/2018,106.02,1
03/2018,307.01,1
03/2018,1265.0,1
03/2018,63.0,2
03/2018,319.01,1
03/2018,429.02,2
03/2018,102.0,1
03/2018,375.04,2
03/2018,1571.01,1
03/2018,277.05,1
03/2018,964.0,1
03/2018,1223.0,1
03/2018,272.0,1
03/2018,632.0,1
03/2018,444.0,3
03/2018,779.07,1
02/2018,570.0,5
02/2018,484.01,1
02/2018,50.0,4
02/2018,184.0,5
02/2018,38.0,7
02/2018,72.0,2
02/2018,302.01,3
02/2018,52.0,5
02/2018,227.0,4
02/2018,245.0,10
02/2018,626.0,4
02/2018,77.0,4
02/2018,199.0,4
02/2018,8.0,3
02/2018,133.0,7
02/2018,7.0,2
02/2018,1227.04,3
02/2018,224.0,4
02/2018,35.0,2
02/2018,73.0,5
02/2018,51.0,7
02/2018,213.03,4
02/2018,177.02,6
02/2018,263.0,2
02/2018,1241.0,3
02/2018,800.0,2
02/2018,871.0,1
02/2018,277.02,1
02/2018,169.0,5
02/2018,129.01,7
02/2018,454.0,2
02/2018,34.0,2
02/2018,535.0,1
02/2018,81.0,14
02/2018,15.01,5
02/2018,134.0,5
02/2018,1113.0,2
02/2018,1008.04,1
02/2018,105.0,3
02/2018,493.02,3
02/2018,317.01,1
02/2018,882.0,3
02/2018,285.0,2
02/2018,391.0,4
02/2018,493.01,1
02/2018,188.0,3
02/2018,88.0,4
02/2018,271.01,2
02/2018,120.0,1
02/2018,326.0,3
02/2018,210.02,1
02/2018,279.0,7
02/2018,126.02,4
02/2018,268.0,1
02/2018,297.0,2
02/2018,889.02,1
02/2018,289.0,3
02/2018,63.0,3
02/2018,434.0,3
02/2018,404.0,3
02/2018,59.0,7
02/2018,259.0,4
02/2018,243.02,3
02/2018,421.0,4
02/2018,664.02,2
02/2018,1118.0,3
02/2018,197.01,3
02/2018,2.0,3
02/2018,67.0,3
02/2018,211.0,8
02/2018,754.0,1
02/2018,595.01,1
02/2018,547.0,4
02/2018,1214.0,5
02/2018,504.0,1
02/2018,172.0,13
03/2018,269.01,1
