Time,Geoid,NumberOfReports
11/2018,36005035600,2
11/2018,36005008700,1
11/2018,36081027100,3
11/2018,36061013200,1
11/2018,36005007800,1
11/2018,36081061301,1
11/2018,36061024700,3
11/2018,36005007500,2
11/2018,36081033900,2
11/2018,36047062600,1
11/2018,36047054300,1
11/2018,36081074500,1
11/2018,36047045300,1
11/2018,36081003000,1
11/2018,36047018100,3
11/2018,36081052100,1
11/2018,36081052200,3
11/2018,36081027700,1
11/2018,36061008601,1
11/2018,36047022000,1
11/2018,36081062700,2
11/2018,36005020100,2
11/2018,36047039700,3
11/2018,36005021502,3
11/2018,36061001001,6
11/2018,36005015200,4
11/2018,36047012902,1
11/2018,36061021600,3
11/2018,36061017300,2
11/2018,36081011500,1
11/2018,36081064102,1
11/2018,36005035900,1
11/2018,36081065400,1
11/2018,36005005300,1
11/2018,36061011700,1
11/2018,36081145102,1
11/2018,36081026300,1
11/2018,36047042100,1
11/2018,36005005600,3
11/2018,36005033800,2
11/2018,36081140902,1
11/2018,36085015601,1
11/2018,36085013302,2
11/2018,36047052900,1
11/2018,36005044902,1
11/2018,36047013100,1
11/2018,36047079000,1
11/2018,36047073200,1
11/2018,36047045000,1
11/2018,36005039800,1
11/2018,36047052600,1
11/2018,36047020600,1
11/2018,36081069300,1
11/2018,36005021001,2
11/2018,36005015300,3
11/2018,36085030302,1
11/2018,36047090200,2
11/2018,36005017901,1
11/2018,36047053200,1
11/2018,36081091601,5
11/2018,36061025100,2
11/2018,36005022901,1
11/2018,36047004700,2
11/2018,36085014606,2
11/2018,36085014100,1
11/2018,36047052000,1
11/2018,36081016300,2
11/2018,36047088200,3
11/2018,36085006700,1
11/2018,36081087100,1
11/2018,36061014900,1
11/2018,36047052700,1
11/2018,36005000200,3
11/2018,36061024100,2
11/2018,36081053500,1
11/2018,36081080302,1
11/2018,36047102800,1
11/2018,36081058300,1
11/2018,36061005900,1
11/2018,36081054500,1
11/2018,36061018400,2
11/2018,36047021100,3
11/2018,36047059100,2
11/2018,36081157901,1
11/2018,36081029100,1
11/2018,36005021501,1
11/2018,36005034300,1
11/2018,36081092900,2
11/2018,36061025900,4
11/2018,36061004800,4
11/2018,36085004000,2
11/2018,36047020700,2
11/2018,36047030000,5
11/2018,36047020500,1
11/2018,36047007700,1
11/2018,36005018101,1
11/2018,36047114600,1
11/2018,36047102200,2
11/2018,36081059300,1
11/2018,36061022800,2
11/2018,36005022500,1
11/2018,36047016100,1
11/2018,36047084800,1
11/2018,36047042200,2
11/2018,36085020100,1
11/2018,36081073900,2
11/2018,36061015802,2
11/2018,36081117100,1
11/2018,36047055200,1
11/2018,36081122702,1
11/2018,36047016700,1
11/2018,36005006200,1
11/2018,36047033700,1
11/2018,36061022700,2
11/2018,36081011100,2
11/2018,36061005000,6
11/2018,36047050000,1
11/2018,36005026300,2
11/2018,36047052500,1
11/2018,36081004300,2
11/2018,36005038200,1
11/2018,36061022301,1
11/2018,36081124700,1
11/2018,36047072400,1
11/2018,36005014100,1
11/2018,36061004500,1
11/2018,36081050400,1
11/2018,36005041500,1
11/2018,36081103202,2
11/2018,36047049400,1
11/2018,36005002300,2
11/2018,36047069602,1
11/2018,36047025400,1
11/2018,36081162100,2
11/2018,36005031900,1
11/2018,36047006900,2
11/2018,36005009800,2
11/2018,36081043701,1
11/2018,36081010600,1
11/2018,36081074700,1
11/2018,36061020000,1
11/2018,36047050400,1
11/2018,36081084000,2
11/2018,36081028800,1
11/2018,36061012900,3
11/2018,36047039800,1
11/2018,36061018600,2
11/2018,36061004100,2
11/2018,36047114202,1
11/2018,36061012200,1
11/2018,36081054000,1
11/2018,36005028300,1
11/2018,36047044500,1
11/2018,36047086600,2
11/2018,36081058500,1
11/2018,36047057800,1
11/2018,36061029700,1
11/2018,36061002202,3
11/2018,36047040200,1
11/2018,36005022102,1
11/2018,36085007700,2
11/2018,36047040500,1
11/2018,36047004100,1
11/2018,36005027402,2
11/2018,36047044100,1
11/2018,36085027900,1
11/2018,36047091200,1
11/2018,36005043600,2
11/2018,36081097203,2
11/2018,36081109700,1
11/2018,36047029700,4
11/2018,36061015602,1
11/2018,36061017100,3
11/2018,36047012200,1
11/2018,36005034200,1
11/2018,36081004401,1
11/2018,36047085800,3
11/2018,36005027700,2
11/2018,36047044800,1
11/2018,36047043800,1
11/2018,36005040501,1
11/2018,36085013203,1
11/2018,36047055700,1
11/2018,36047006800,1
11/2018,36061019300,1
11/2018,36081056600,1
11/2018,36061009700,2
11/2018,36081115100,1
11/2018,36005040702,1
11/2018,36005004400,2
11/2018,36047000100,2
11/2018,36005038302,1
11/2018,36005039300,2
11/2018,36061028700,2
11/2018,36081077907,1
11/2018,36047082400,1
11/2018,36047008500,1
11/2018,36081051100,1
11/2018,36047056300,1
11/2018,36005039901,3
11/2018,36061018200,2
11/2018,36005039600,2
11/2018,36081060100,1
11/2018,36081047100,1
11/2018,36047031500,1
11/2018,36081029500,2
11/2018,36005029500,2
11/2018,36047038200,2
11/2018,36061023300,2
11/2018,36081103201,1
11/2018,36081005900,2
11/2018,36005030000,1
11/2018,36047040800,1
11/2018,36081140901,1
11/2018,36047052300,2
11/2018,36005017500,3
11/2018,36081000100,2
11/2018,36061020800,2
11/2018,36005034800,4
11/2018,36047057200,1
11/2018,36005036400,1
11/2018,36081119300,1
11/2018,36081138502,1
11/2018,36081028900,1
11/2018,36047003600,1
11/2018,36005020400,1
11/2018,36081049200,2
11/2018,36047095800,1
11/2018,36005022200,2
11/2018,36047038900,2
11/2018,36047046201,1
11/2018,36005023501,1
11/2018,36081026100,2
11/2018,36005040304,2
11/2018,36047089000,1
11/2018,36047043300,2
11/2018,36047041700,1
11/2018,36005042200,1
11/2018,36085013201,1
11/2018,36085000800,2
11/2018,36047056600,2
11/2018,36081005100,1
11/2018,36081091900,1
11/2018,36005033000,1
11/2018,36081134700,2
11/2018,36081011700,1
11/2018,36085004700,1
11/2018,36081066100,1
11/2018,36081093800,1
11/2018,36047051200,2
11/2018,36081138501,1
11/2018,36005021601,1
11/2018,36005040400,1
11/2018,36081134100,2
11/2018,36005016300,2
11/2018,36061007600,1
11/2018,36047011700,1
11/2018,36081060000,1
11/2018,36081116300,1
11/2018,36061013600,1
11/2018,36085017009,1
11/2018,36005023702,1
11/2018,36047049100,2
11/2018,36061003900,2
11/2018,36061022200,1
11/2018,36061028100,1
11/2018,36047020300,1
11/2018,36061022600,1
11/2018,36061006800,1
11/2018,36047072000,1
11/2018,36005023600,1
11/2018,36081062600,1
11/2018,36005037900,1
11/2018,36047034900,2
11/2018,36005023502,1
11/2018,36047034300,3
11/2018,36047016000,1
11/2018,36081027500,1
11/2018,36047073400,2
11/2018,36005017701,1
11/2018,36061020600,1
11/2018,36081028700,2
11/2018,36047006300,1
11/2018,36061012600,1
11/2018,36081103900,1
11/2018,36085002001,2
11/2018,36047010200,1
11/2018,36047029600,1
11/2018,36061029100,4
11/2018,36081094500,1
11/2018,36081140300,1
11/2018,36047053800,1
11/2018,36047029900,3
11/2018,36047007100,2
11/2018,36047109800,1
11/2018,36047117000,1
11/2018,36061030700,1
11/2018,36061011300,1
11/2018,36005032300,1
11/2018,34017007600,1
11/2018,36081092500,2
11/2018,36047049200,1
11/2018,36047006700,1
11/2018,36081056700,1
11/2018,36047019400,1
11/2018,36005045101,1
11/2018,36005028700,1
11/2018,36005023000,1
11/2018,36047034500,1
11/2018,36081018600,1
11/2018,36081099200,1
11/2018,36005012300,1
11/2018,36061011600,1
11/2018,36061021000,1
11/2018,36047024100,1
11/2018,36047021900,2
11/2018,36047027100,1
11/2018,36081012500,1
11/2018,36005012101,1
11/2018,36081041500,1
11/2018,36085013204,1
11/2018,36081077902,1
11/2018,36047037700,1
11/2018,36081009400,1
11/2018,36047039900,1
11/2018,36005037100,2
11/2018,36081069000,1
11/2018,36061015500,1
11/2018,36005005400,1
11/2018,36061023100,1
11/2018,36081069702,1
11/2018,36081027800,2
11/2018,36061008700,1
11/2018,36047080600,2
11/2018,36047005000,1
11/2018,36005021800,1
11/2018,36061008800,1
11/2018,36081139900,1
11/2018,36081071100,1
11/2018,36005042800,2
11/2018,36005026701,1
11/2018,36085012200,1
11/2018,36081026700,1
11/2018,36047027500,1
11/2018,36047040100,1
11/2018,36081067100,1
11/2018,36081007100,1
11/2018,36081048300,1
11/2018,36061017800,1
11/2018,36005036501,1
11/2018,36081051300,1
11/2018,36081049700,1
11/2018,36081068300,1
11/2018,36081066701,1
11/2018,36081065501,1
11/2018,36047026300,1
11/2018,36047037100,1
11/2018,36081021400,1
11/2018,36081028500,1
11/2018,36047030100,1
11/2018,36047036900,1
11/2018,36047070201,1
11/2018,36047037000,1
11/2018,36047089400,2
11/2018,36085012100,1
11/2018,36081014300,2
11/2018,36061020102,1
11/2018,36047055100,1
11/2018,36085031901,1
11/2018,36081010701,1
11/2018,36081063500,1
11/2018,36047092200,1
11/2018,36081079200,1
11/2018,36081129102,1
11/2018,36047001500,1
11/2018,36047050804,1
11/2018,36081014900,1
11/2018,36081024500,1
11/2018,36047044700,1
11/2018,36081066000,1
11/2018,36061024900,1
11/2018,36005018301,1
11/2018,36081018101,1
11/2018,36081013400,1
11/2018,36085011401,1
11/2018,36047118800,1
11/2018,36047042300,1
11/2018,36047054600,1
11/2018,36047019100,1
11/2018,36005040900,1
11/2018,36047019200,1
11/2018,36005022401,1
11/2018,36061003700,1
11/2018,36081157101,1
11/2018,36005032400,1
11/2018,36047019300,1
11/2018,36047051800,1
11/2018,36081046900,1
10/2018,36081138502,1
10/2018,36047049400,2
10/2018,36047113400,3
10/2018,36081050000,1
10/2018,36047033100,2
10/2018,36005009800,3
10/2018,36081086500,4
10/2018,36061025100,4
10/2018,36047034800,2
10/2018,36081046000,1
10/2018,36085019800,1
10/2018,36047018100,2
10/2018,36047055500,2
10/2018,36081099703,1
10/2018,36005040800,4
10/2018,36005022102,4
10/2018,36061016200,12
10/2018,36005030000,2
10/2018,36061017500,3
10/2018,36047055200,2
10/2018,36085024401,2
10/2018,36061007400,7
10/2018,36085013800,2
10/2018,36061014300,10
10/2018,36061022102,2
10/2018,36005013100,4
10/2018,36047083000,3
10/2018,36047110400,13
10/2018,36061024200,4
10/2018,36061019000,4
10/2018,36005006500,2
10/2018,36061028500,2
10/2018,36005036300,2
10/2018,36005037200,2
10/2018,36005020100,4
10/2018,36061002400,4
10/2018,36005021800,3
10/2018,36005027300,5
10/2018,36047115800,1
10/2018,36061016400,5
10/2018,36085017008,2
10/2018,36047015900,2
10/2018,36081013200,1
10/2018,36085003300,1
11/2018,36081000700,1
11/2018,36081008100,1
11/2018,36081007900,1
11/2018,36081019000,1
11/2018,36061021200,1
11/2018,36081050600,1
11/2018,36047008200,1
11/2018,36047021000,1
11/2018,36047083000,2
11/2018,36047024300,1
11/2018,36047007600,1
11/2018,36061017700,1
11/2018,36081014000,1
11/2018,36081004200,1
11/2018,36047037402,1
11/2018,36081036600,1
11/2018,36047086000,1
11/2018,36005003500,1
11/2018,36061002100,1
11/2018,36005005902,1
11/2018,36005011502,1
11/2018,36081049900,1
11/2018,36005006000,1
11/2018,36005043000,1
11/2018,36047047700,1
11/2018,36047074000,1
10/2018,36081074500,1
10/2018,36081044400,2
10/2018,36081077904,2
10/2018,36081012400,1
10/2018,36061004700,2
10/2018,36061013700,2
10/2018,36085022600,4
10/2018,36047005300,1
10/2018,36085009601,1
10/2018,36081113300,2
10/2018,36081008700,5
10/2018,36005006900,4
10/2018,36061003200,9
10/2018,36005012901,9
10/2018,36005023000,2
10/2018,36005014400,6
10/2018,36047120800,4
10/2018,36061005600,3
10/2018,36061024500,8
10/2018,36005042100,4
10/2018,36061008900,5
10/2018,36081117100,1
10/2018,36047042300,1
10/2018,36061018800,4
10/2018,36061017000,6
10/2018,36061012200,2
10/2018,36085002100,2
10/2018,36005028700,2
10/2018,36005020400,2
10/2018,36081015700,2
10/2018,36081134100,2
10/2018,36061027300,5
10/2018,36061003602,3
10/2018,36005021001,2
10/2018,36047030700,2
10/2018,36061006800,5
10/2018,36081101001,2
10/2018,36081001400,1
10/2018,36081116300,1
10/2018,36081010300,1
10/2018,36081015400,2
10/2018,36005006800,4
10/2018,36081002500,9
10/2018,36005022902,2
10/2018,36061019100,6
10/2018,36081002200,1
10/2018,36061015601,2
10/2018,36047056000,2
10/2018,36047034300,1
10/2018,36047028600,1
10/2018,36061011300,1
10/2018,36061029100,3
10/2018,36061000202,7
10/2018,36081094202,8
10/2018,36047017700,2
10/2018,36061000700,1
10/2018,36005021302,2
10/2018,36061023400,6
10/2018,36047075800,1
10/2018,36047096400,1
10/2018,36005019300,5
10/2018,36005016700,2
10/2018,36081073700,1
10/2018,36047038300,9
10/2018,36081038100,2
10/2018,36081080301,1
10/2018,36061016600,5
10/2018,36005036000,1
10/2018,36085017300,3
10/2018,36081105900,1
10/2018,36061004500,3
10/2018,36081058100,1
10/2018,36047097000,1
10/2018,36047039900,7
10/2018,36047012901,1
10/2018,36081028500,3
10/2018,36047043300,5
10/2018,36005005100,7
10/2018,36005046201,15
10/2018,36047033700,3
10/2018,36005027600,2
10/2018,36047073400,2
10/2018,36081074700,2
10/2018,36005025700,1
10/2018,36081026400,1
10/2018,36061009800,13
10/2018,36047032700,2
10/2018,36005002300,5
10/2018,36005002000,3
10/2018,36061013900,1
10/2018,36061026500,4
10/2018,36047051900,1
10/2018,36081077500,1
10/2018,36005005600,2
10/2018,36047070000,2
10/2018,36005014701,8
10/2018,36061018900,6
10/2018,36047005900,1
10/2018,36061008100,6
10/2018,36005029500,6
11/2018,36085029103,1
11/2018,36005025300,1
11/2018,36081004700,1
11/2018,36085017008,1
11/2018,36061013100,1
11/2018,36005018900,1
11/2018,36061022500,1
11/2018,36047027700,1
11/2018,36047113000,1
11/2018,36081099801,1
10/2018,36081084900,1
10/2018,36005004200,10
10/2018,36081035800,1
10/2018,36061021100,7
10/2018,36061021303,3
10/2018,36081069500,2
10/2018,36047057200,2
10/2018,36005003500,1
10/2018,36081011300,1
10/2018,36005009300,3
10/2018,36005017500,7
10/2018,36061017402,2
10/2018,36081027700,3
10/2018,36061003100,2
10/2018,36061013100,3
10/2018,36085004000,4
10/2018,36005021502,3
10/2018,36005025300,1
10/2018,36047082400,3
10/2018,36061019900,5
10/2018,36047036501,3
10/2018,36005004100,5
10/2018,36047030300,6
10/2018,36005006000,1
10/2018,36061016900,8
10/2018,36005016300,5
10/2018,36081092900,3
10/2018,36061009200,2
10/2018,36005007500,5
10/2018,36005003900,11
10/2018,36061023600,1
10/2018,36061017200,11
10/2018,36061007100,4
10/2018,36061018200,2
10/2018,36047052300,5
10/2018,36081093402,1
10/2018,36005034000,2
10/2018,36047067400,1
10/2018,36085027702,1
10/2018,36047019500,3
10/2018,36047090000,7
10/2018,36047041700,5
10/2018,36047092800,1
10/2018,36047036300,9
10/2018,36081023500,3
10/2018,36081129104,1
10/2018,36061018300,2
10/2018,36061011000,3
10/2018,36081077906,3
10/2018,36081068200,2
10/2018,36081035300,1
10/2018,36005027700,5
10/2018,36047082800,1
10/2018,36047064200,1
10/2018,36061006600,2
10/2018,36005008400,1
10/2018,36061015400,2
10/2018,36047029300,4
10/2018,36047034700,9
10/2018,36047111800,4
10/2018,36047091200,5
10/2018,36047032600,3
10/2018,36047013900,1
10/2018,36081118500,1
10/2018,36061009100,22
10/2018,36005043500,5
10/2018,36061009900,5
10/2018,36005016200,1
10/2018,36047037000,1
10/2018,36005003300,2
10/2018,36047040100,1
10/2018,36047053500,1
10/2018,36061008700,4
10/2018,36061027900,2
10/2018,36081129102,1
10/2018,36081066300,1
10/2018,36061015100,7
10/2018,36085029104,4
10/2018,36005041800,1
10/2018,36085031901,2
10/2018,36005040501,3
10/2018,36081004200,1
10/2018,36047037500,5
10/2018,36005008300,2
10/2018,36047020700,2
10/2018,36047008500,1
10/2018,36081033000,2
10/2018,36081091601,1
10/2018,36081157102,1
10/2018,36047094401,3
10/2018,36047091000,13
10/2018,36061010900,4
10/2018,36047010000,1
10/2018,36047089200,3
10/2018,36081092500,1
10/2018,36047082200,7
10/2018,36047051800,2
10/2018,36085020700,4
10/2018,36047028700,4
10/2018,36061016100,2
10/2018,36081056800,6
10/2018,36047002300,4
10/2018,36081062400,4
10/2018,36081085500,1
10/2018,36061011100,2
10/2018,36005039400,6
10/2018,36081118900,2
10/2018,36061025900,1
10/2018,36005002702,3
10/2018,36047099000,1
10/2018,36081124100,2
10/2018,36047066600,1
10/2018,36047040900,2
10/2018,36005018900,4
10/2018,36081067100,1
10/2018,36061025300,1
10/2018,36047004700,3
10/2018,36061014900,3
10/2018,36005038700,2
10/2018,36081157903,3
10/2018,36005017702,3
10/2018,36061001800,9
10/2018,36061024302,7
10/2018,36005032300,2
10/2018,36081102900,1
10/2018,36005017701,3
10/2018,36005038302,3
10/2018,36005021301,1
10/2018,36005039500,4
10/2018,36005037100,6
10/2018,36047035300,3
10/2018,36047092400,1
10/2018,36047050300,1
10/2018,36047044100,2
10/2018,36061003300,1
10/2018,36081004300,3
10/2018,36005023800,1
10/2018,36081007500,1
10/2018,36005011502,3
10/2018,36085000700,1
10/2018,36081018300,1
10/2018,36081093800,1
10/2018,36085015100,1
10/2018,36047087000,2
10/2018,36005014300,4
10/2018,36061023502,1
10/2018,36081046100,1
10/2018,36085020100,3
10/2018,36047057000,3
10/2018,36047088600,1
10/2018,36081015900,2
10/2018,36047027900,3
10/2018,36085019700,2
10/2018,36047017100,2
10/2018,36081072100,1
10/2018,36047111000,1
10/2018,36061001402,1
10/2018,36081003300,4
10/2018,36085002900,1
10/2018,36005023600,2
10/2018,36005014500,2
10/2018,36061005700,1
10/2018,36061005000,2
10/2018,36005022500,5
10/2018,36081045800,1
10/2018,36061002601,1
10/2018,36047020300,1
10/2018,36061002900,2
10/2018,36005037504,4
10/2018,36085020803,2
10/2018,36061022700,2
10/2018,36005040702,4
10/2018,36047036100,3
10/2018,36005044901,1
10/2018,36081088901,3
10/2018,36061028300,1
10/2018,36047061004,2
10/2018,36005009200,1
10/2018,36061003800,5
10/2018,36005023900,2
10/2018,36005043000,1
10/2018,36047004300,5
10/2018,36047028502,2
10/2018,36061015300,3
10/2018,36081000100,2
10/2018,36061018600,2
10/2018,36047012902,2
10/2018,36081120100,1
10/2018,36047034900,2
10/2018,36047006000,1
10/2018,36081053900,2
10/2018,36061023501,5
10/2018,36047037700,1
10/2018,36047028300,2
10/2018,36081044601,1
10/2018,36061016300,3
10/2018,36047038100,5
10/2018,36047025100,5
10/2018,36061019400,5
10/2018,36081099705,1
10/2018,36081025400,6
10/2018,36061017800,2
10/2018,36047050803,1
10/2018,36061011900,2
10/2018,36005008900,1
10/2018,36085015603,2
10/2018,36061013400,5
10/2018,36005022200,1
10/2018,36061003700,2
10/2018,36047006900,1
10/2018,36081028400,2
10/2018,36061007800,1
10/2018,36005008600,2
10/2018,36047098200,3
10/2018,36005043100,2
10/2018,36061000900,3
10/2018,36047014500,1
10/2018,36047077000,2
10/2018,36047114400,2
10/2018,36005040600,3
10/2018,36061015801,2
10/2018,36081044301,2
10/2018,36081006100,2
10/2018,36061019702,1
10/2018,36061012700,3
10/2018,36081069702,3
10/2018,36005038900,3
10/2018,36061003400,4
10/2018,36081025302,1
10/2018,36081122702,1
10/2018,36081084500,1
10/2018,36005033000,4
10/2018,36005022901,1
10/2018,36005018302,2
10/2018,36047037900,7
10/2018,36085030302,1
10/2018,36061016800,4
10/2018,36061017300,3
10/2018,36061022301,2
10/2018,36047002901,3
10/2018,36061002201,5
10/2018,36061026300,5
10/2018,36005013300,3
10/2018,36005041500,2
10/2018,36081157101,2
10/2018,36061004900,6
10/2018,36005005300,4
10/2018,36047043200,1
10/2018,36047082600,2
10/2018,36061000600,6
10/2018,36081010100,1
10/2018,36061023100,3
10/2018,36061000800,6
10/2018,36081079900,1
10/2018,36005028900,2
10/2018,36085018100,1
10/2018,36005015700,3
10/2018,36047054500,1
10/2018,36047089400,2
10/2018,36081155102,2
10/2018,36081032700,1
10/2018,36005024501,5
10/2018,36047034500,2
10/2018,36081040200,1
10/2018,36061018500,1
10/2018,36061011202,2
10/2018,36085000800,1
10/2018,36005038500,3
10/2018,36081007100,1
10/2018,36061009400,2
10/2018,36047122000,3
10/2018,36047109800,3
10/2018,36081036700,2
10/2018,36047006200,1
10/2018,36005039300,7
10/2018,36081006502,2
10/2018,36061013600,3
10/2018,36047035900,6
10/2018,36061013200,4
10/2018,36047115600,6
10/2018,36005015300,3
10/2018,36081058500,1
10/2018,36047027100,1
10/2018,36005042902,2
10/2018,36081055100,2
10/2018,36061003002,2
10/2018,36005015900,1
10/2018,36081012601,1
10/2018,36081091900,1
10/2018,36047031100,2
10/2018,36081050700,1
10/2018,36061006100,3
10/2018,36047021500,1
10/2018,36085003600,1
10/2018,36081060000,1
10/2018,36061007700,4
10/2018,36047016700,1
10/2018,36005037900,4
10/2018,36081080900,3
10/2018,36005016600,5
10/2018,6037207400,3
10/2018,36061018400,1
