Date,Hour,CensusTract,NumberOfReports
03/23/2018,02,269.0,1
03/23/2018,01,458.0,1
03/23/2018,00,401.02,1
03/23/2018,00,919.0,1
03/23/2018,00,234.0,1
03/23/2018,00,414.0,1
03/22/2018,23,277.0,1
03/22/2018,23,62.01,1
03/22/2018,22,72.0,1
03/22/2018,21,131.0,1
03/22/2018,21,491.0,1
03/22/2018,20,566.0,1
03/22/2018,20,30.02,1
03/22/2018,19,140.0,1
03/22/2018,19,361.0,1
03/22/2018,19,51.0,1
03/22/2018,19,158.02,1
03/22/2018,19,165.0,1
03/22/2018,19,201.0,1
03/22/2018,19,233.0,1
03/22/2018,19,208.03,1
03/22/2018,18,151.0,1
03/22/2018,18,972.04,1
03/22/2018,18,219.0,1
03/22/2018,18,156.02,1
03/22/2018,17,164.0,1
03/22/2018,17,14.01,1
03/22/2018,16,462.06,1
03/22/2018,16,168.0,1
03/22/2018,15,118.0,1
03/22/2018,15,166.0,1
03/22/2018,15,462.0,1
03/22/2018,15,143.0,1
03/22/2018,14,840.0,1
03/22/2018,14,302.01,1
03/22/2018,14,118.0,1
03/22/2018,14,137.0,1
03/22/2018,13,1237.0,1
03/22/2018,12,484.01,1
03/22/2018,11,330.0,1
03/22/2018,11,198.0,1
03/22/2018,10,13.0,1
03/30/2018,22,987.0,1
03/30/2018,22,213.03,1
03/30/2018,22,183.0,1
03/30/2018,22,717.01,1
03/30/2018,21,383.03,1
03/30/2018,21,84.0,1
03/30/2018,21,88.0,1
03/30/2018,21,175.0,1
03/30/2018,20,391.0,1
03/30/2018,20,163.0,1
03/30/2018,20,20.01,1
03/30/2018,19,330.0,1
03/30/2018,19,326.0,1
03/30/2018,19,19.01,1
03/30/2018,18,271.01,1
03/30/2018,18,15.01,1
03/30/2018,18,183.0,1
03/30/2018,18,266.02,1
03/30/2018,18,177.0,1
03/30/2018,17,170.0,1
03/30/2018,17,189.0,1
03/30/2018,17,932.0,1
03/30/2018,16,44.01,1
03/30/2018,16,54.0,1
03/30/2018,16,433.0,1
03/30/2018,16,1176.01,1
03/30/2018,15,270.0,1
03/30/2018,15,50.0,1
03/30/2018,15,195.0,1
03/30/2018,15,136.0,1
03/30/2018,15,427.0,1
03/30/2018,14,36.0,1
03/30/2018,14,890.0,1
03/30/2018,13,21.0,1
03/30/2018,13,43.0,1
03/30/2018,13,796.01,1
03/30/2018,13,150.0,1
03/30/2018,13,188.0,1
03/30/2018,12,415.0,1
03/30/2018,12,175.0,1
03/30/2018,12,1132.0,1
03/30/2018,12,211.0,1
03/30/2018,10,772.0,1
03/30/2018,10,146.06,1
03/30/2018,10,278.0,1
03/30/2018,10,1047.0,1
03/30/2018,10,112.01,1
03/30/2018,10,21.0,1
03/30/2018,09,168.0,1
03/30/2018,08,273.02,1
03/30/2018,08,171.0,1
03/30/2018,08,224.03,1
03/30/2018,08,57.0,1
03/30/2018,02,112.0,1
03/30/2018,00,363.0,1
03/30/2018,00,1166.0,1
03/30/2018,00,243.02,1
03/30/2018,00,505.0,1
03/30/2018,00,189.02,1
03/29/2018,23,531.01,1
03/29/2018,23,184.0,1
03/29/2018,22,181.02,1
03/29/2018,22,75.0,1
03/29/2018,21,39.0,1
03/29/2018,21,96.02,1
03/29/2018,20,241.0,1
03/29/2018,20,181.01,1
03/26/2018,13,245.0,1
03/26/2018,13,972.02,1
03/26/2018,12,263.0,1
03/26/2018,12,395.0,2
03/26/2018,12,161.0,1
03/26/2018,11,462.03,1
03/26/2018,11,211.0,1
03/26/2018,11,55.01,1
03/26/2018,11,269.0,1
03/26/2018,10,1291.04,1
03/26/2018,10,184.0,1
03/26/2018,10,50.0,1
03/26/2018,09,119.0,1
03/26/2018,09,271.02,1
03/22/2018,10,460.0,1
03/17/2018,08,21.0,1
03/17/2018,07,39.0,1
03/17/2018,04,34.0,1
03/17/2018,03,217.03,1
03/17/2018,02,197.02,1
03/17/2018,01,22.01,1
03/17/2018,01,234.0,1
03/17/2018,01,145.0,1
03/17/2018,00,1152.0,1
03/17/2018,00,185.0,1
03/16/2018,23,721.0,1
03/16/2018,23,462.03,1
03/16/2018,23,183.0,1
03/16/2018,23,245.02,1
03/16/2018,23,285.0,1
03/16/2018,22,491.0,1
03/16/2018,22,186.0,1
03/16/2018,06,508.04,1
03/15/2018,22,54.0,1
03/15/2018,22,212.0,1
03/15/2018,22,92.0,1
03/15/2018,22,151.0,1
03/15/2018,21,550.0,1
03/15/2018,21,223.02,1
03/15/2018,21,746.0,1
03/15/2018,21,235.01,1
03/15/2018,21,217.0,1
03/15/2018,20,169.0,1
03/15/2018,20,15.01,1
03/15/2018,20,186.0,1
03/15/2018,20,3.01,1
03/15/2018,20,462.03,1
03/15/2018,19,216.0,1
03/15/2018,19,462.03,1
03/15/2018,19,207.0,1
03/15/2018,19,28.0,1
03/15/2018,19,254.02,1
03/15/2018,19,53.02,1
03/15/2018,18,137.0,1
03/15/2018,18,924.0,1
03/15/2018,17,36.02,1
03/15/2018,17,129.01,1
03/15/2018,17,345.0,1
03/15/2018,17,140.0,1
03/15/2018,16,13.0,1
03/15/2018,16,146.04,1
03/15/2018,16,1479.0,1
03/15/2018,15,1502.0,1
03/15/2018,15,840.0,1
03/15/2018,15,165.0,1
03/15/2018,15,193.0,1
03/15/2018,14,28.0,1
03/15/2018,14,762.0,1
03/15/2018,14,87.0,1
03/15/2018,14,230.0,1
03/15/2018,14,120.0,1
03/15/2018,13,81.0,1
03/15/2018,13,460.0,1
03/15/2018,13,13.0,1
03/15/2018,13,33.01,1
03/15/2018,12,345.0,1
03/15/2018,12,56.0,1
03/15/2018,12,223.01,1
03/15/2018,11,189.0,1
03/15/2018,11,47.0,1
03/15/2018,11,348.0,1
03/15/2018,11,267.0,1
03/15/2018,11,145.0,1
03/15/2018,11,1124.0,1
03/15/2018,10,425.0,1
03/15/2018,10,1156.0,1
03/15/2018,10,219.0,1
03/15/2018,10,884.0,1
03/15/2018,07,421.0,1
03/15/2018,07,379.0,1
03/15/2018,07,79.0,1
03/15/2018,07,243.02,1
03/15/2018,06,133.0,1
03/15/2018,06,138.0,1
03/15/2018,06,293.01,1
03/15/2018,06,908.0,1
03/15/2018,06,49.0,1
03/15/2018,06,53.0,1
03/15/2018,04,405.01,1
03/14/2018,23,565.0,1
03/14/2018,22,217.03,1
03/14/2018,22,954.0,1
03/14/2018,22,81.0,1
03/14/2018,22,143.0,1
03/14/2018,22,180.0,1
03/14/2018,21,131.0,1
03/14/2018,21,157.0,1
03/14/2018,21,404.0,1
03/14/2018,21,215.0,1
03/14/2018,20,186.0,1
03/14/2018,20,193.0,1
03/14/2018,20,201.02,1
03/14/2018,19,169.0,1
03/14/2018,19,366.0,1
03/14/2018,19,79.0,1
03/14/2018,19,2.02,1
03/14/2018,19,311.0,1
03/14/2018,19,1106.0,1
03/14/2018,18,342.0,1
03/14/2018,18,76.0,1
03/14/2018,18,32.0,1
03/14/2018,18,21.0,1
03/14/2018,18,39.0,1
03/14/2018,17,982.0,1
03/14/2018,17,151.0,1
03/14/2018,16,265.0,1
03/14/2018,16,254.02,1
03/14/2018,16,806.0,1
03/14/2018,15,449.01,1
03/14/2018,15,188.0,1
03/14/2018,14,93.0,1
03/14/2018,14,195.0,1
03/14/2018,14,215.02,1
03/24/2018,10,637.0,1
03/24/2018,10,548.0,1
03/24/2018,10,146.04,1
03/24/2018,09,371.0,1
03/24/2018,09,477.0,1
03/24/2018,09,238.0,1
03/24/2018,09,131.0,1
03/24/2018,08,147.01,1
03/24/2018,08,139.0,1
03/24/2018,07,672.0,1
03/24/2018,07,302.01,1
03/24/2018,05,1058.04,1
03/24/2018,02,297.0,1
03/24/2018,02,24.0,1
03/24/2018,01,130.0,1
03/24/2018,01,121.02,1
03/24/2018,00,161.0,1
03/24/2018,00,571.0,1
03/24/2018,00,460.0,1
03/19/2018,19,41.0,1
03/19/2018,19,333.0,1
03/19/2018,19,39.0,1
03/19/2018,19,179.01,1
03/19/2018,19,1507.02,1
03/19/2018,19,339.0,1
03/19/2018,18,120.0,1
03/19/2018,18,241.0,2
03/19/2018,18,195.0,1
03/19/2018,18,480.0,1
03/19/2018,17,127.0,1
03/19/2018,17,283.0,1
03/19/2018,17,317.03,1
03/19/2018,16,311.0,1
03/19/2018,16,248.0,1
03/19/2018,16,206.01,1
03/19/2018,16,83.0,1
03/19/2018,16,221.02,1
03/19/2018,15,86.03,1
03/19/2018,14,355.0,1
03/19/2018,14,254.01,1
03/19/2018,14,385.0,1
03/19/2018,13,103.0,1
03/19/2018,13,62.0,1
03/19/2018,12,141.01,1
03/19/2018,12,462.03,1
03/19/2018,12,172.0,1
03/19/2018,11,132.01,1
03/19/2018,11,67.0,1
03/19/2018,11,195.0,1
03/19/2018,11,238.03,1
03/19/2018,10,68.0,1
03/19/2018,10,358.0,1
03/19/2018,10,56.02,1
03/19/2018,10,1291.02,1
03/19/2018,10,822.0,1
03/19/2018,10,142.02,1
03/19/2018,10,528.0,1
03/19/2018,10,35.0,1
03/19/2018,10,625.0,1
03/19/2018,09,236.0,1
03/19/2018,09,170.0,1
03/19/2018,08,810.0,1
03/19/2018,08,271.0,1
03/19/2018,08,508.01,1
03/19/2018,07,462.09,1
03/19/2018,07,912.0,1
03/19/2018,02,129.01,1
03/19/2018,01,289.0,1
03/19/2018,00,145.0,1
03/19/2018,00,386.0,1
03/18/2018,23,396.0,1
03/18/2018,23,166.0,1
03/18/2018,23,395.0,1
03/18/2018,23,208.0,1
03/18/2018,23,81.0,1
03/18/2018,22,140.0,1
03/18/2018,22,742.0,1
03/18/2018,22,508.01,1
03/18/2018,21,81.0,1
03/18/2018,21,399.01,1
03/18/2018,21,570.0,1
03/18/2018,20,156.01,1
03/18/2018,20,169.01,1
03/18/2018,20,167.0,1
03/18/2018,20,133.0,1
03/18/2018,20,163.0,1
03/18/2018,19,177.02,1
03/18/2018,18,226.0,1
03/14/2018,14,209.01,1
03/14/2018,14,128.0,1
03/14/2018,14,39.0,1
03/14/2018,13,208.0,1
03/14/2018,13,379.0,1
03/14/2018,12,173.0,1
03/14/2018,12,257.0,1
03/14/2018,10,347.0,1
03/14/2018,10,182.0,1
03/14/2018,10,446.01,1
03/14/2018,10,99.01,1
03/14/2018,09,100.0,1
03/14/2018,09,216.0,1
03/14/2018,08,403.04,1
03/14/2018,08,89.0,1
03/14/2018,08,545.0,1
03/14/2018,08,417.0,1
03/13/2018,11,167.0,1
03/13/2018,11,1385.02,1
03/13/2018,11,415.0,1
03/13/2018,11,928.0,1
03/13/2018,11,189.0,1
03/13/2018,11,143.0,1
03/13/2018,10,189.0,2
03/13/2018,10,1159.0,1
03/13/2018,10,115.02,1
03/13/2018,09,194.0,1
03/13/2018,08,200.0,1
03/13/2018,08,302.02,1
03/13/2018,08,462.03,1
03/13/2018,08,49.0,1
03/13/2018,07,10.01,1
03/13/2018,07,232.0,1
03/13/2018,06,516.01,1
03/13/2018,05,756.0,1
03/13/2018,00,26.02,1
03/13/2018,00,169.0,1
03/12/2018,22,485.0,1
03/12/2018,22,161.0,1
03/12/2018,22,470.0,1
03/12/2018,21,91.0,1
03/12/2018,20,90.0,1
03/12/2018,20,890.0,1
03/12/2018,19,1156.0,1
03/12/2018,18,175.0,1
03/12/2018,18,396.0,1
03/12/2018,18,8.0,1
03/12/2018,17,234.0,1
03/12/2018,17,139.0,1
03/12/2018,16,225.0,1
03/12/2018,16,94.0,1
03/12/2018,15,199.0,1
03/12/2018,15,148.02,1
03/12/2018,15,12.0,1
03/12/2018,14,53.02,1
03/12/2018,14,238.03,1
03/12/2018,14,944.01,1
03/12/2018,14,119.01,1
03/12/2018,13,195.0,1
03/12/2018,13,762.0,1
03/12/2018,13,481.0,1
03/12/2018,12,493.02,1
03/12/2018,12,148.01,1
03/12/2018,11,120.0,1
03/12/2018,11,184.0,1
03/12/2018,11,402.0,1
03/12/2018,11,148.01,1
03/12/2018,11,162.0,1
03/12/2018,11,624.0,1
03/12/2018,10,240.0,1
03/12/2018,10,163.0,1
03/12/2018,10,172.0,1
03/12/2018,10,211.0,1
03/12/2018,09,136.02,1
03/12/2018,09,223.01,1
03/12/2018,08,1409.01,1
03/12/2018,07,81.0,1
03/12/2018,07,498.0,1
03/12/2018,06,152.0,1
03/12/2018,05,76.01,1
03/12/2018,04,414.0,1
03/12/2018,02,226.0,1
03/12/2018,02,512.0,1
03/12/2018,01,154.0,1
03/12/2018,00,19.01,1
03/12/2018,00,131.0,1
03/11/2018,23,6.0,1
03/11/2018,22,149.0,1
03/11/2018,22,451.01,1
03/11/2018,22,143.0,1
03/11/2018,21,183.01,1
03/11/2018,21,910.0,1
03/11/2018,21,257.0,1
03/11/2018,21,191.0,1
03/11/2018,21,942.03,1
03/11/2018,21,213.0,1
03/11/2018,20,201.02,1
03/11/2018,20,287.0,1
03/11/2018,20,229.0,1
03/11/2018,20,485.0,1
03/11/2018,20,43.0,1
03/11/2018,19,380.0,1
03/11/2018,19,14.02,1
03/11/2018,19,246.0,1
03/11/2018,18,169.0,1
03/11/2018,18,204.0,1
03/11/2018,18,600.0,1
03/11/2018,18,309.01,1
03/11/2018,18,365.01,1
03/11/2018,17,132.04,1
03/11/2018,17,110.0,1
03/11/2018,17,62.0,1
03/11/2018,17,49.0,1
03/11/2018,16,294.0,1
03/11/2018,16,209.01,1
03/11/2018,15,65.0,1
03/11/2018,15,317.03,1
03/11/2018,15,15.01,1
03/16/2018,22,862.0,1
03/16/2018,22,251.0,1
03/16/2018,21,111.0,1
03/16/2018,21,253.0,1
03/16/2018,21,243.0,1
03/16/2018,21,180.0,1
03/16/2018,20,462.03,1
03/16/2018,20,134.0,1
03/16/2018,20,563.01,1
03/16/2018,19,884.0,1
03/16/2018,19,929.0,1
03/16/2018,19,295.0,1
03/16/2018,18,228.0,1
03/16/2018,18,910.0,1
03/16/2018,17,38.0,1
03/16/2018,17,321.0,1
03/16/2018,17,153.0,1
03/16/2018,16,138.0,1
03/16/2018,16,189.0,2
03/16/2018,16,177.0,1
03/16/2018,16,233.01,1
03/16/2018,15,430.0,1
03/16/2018,15,241.0,1
03/16/2018,14,381.0,1
03/16/2018,13,865.0,1
03/16/2018,12,1155.0,1
03/16/2018,12,146.02,1
03/16/2018,12,161.0,1
03/16/2018,11,305.0,1
03/16/2018,11,226.0,1
03/16/2018,11,19.03,1
03/16/2018,11,307.0,1
03/16/2018,11,417.0,1
03/16/2018,11,254.02,1
03/16/2018,09,109.0,1
03/16/2018,09,173.0,1
03/16/2018,09,1399.0,1
03/16/2018,08,197.0,1
03/16/2018,08,148.01,1
03/16/2018,08,40.02,1
03/16/2018,08,15.02,1
03/16/2018,07,332.01,1
03/16/2018,07,381.0,1
03/16/2018,06,283.0,1
03/16/2018,06,595.02,1
03/16/2018,06,680.0,1
03/11/2018,15,108.01,1
03/11/2018,14,334.0,1
03/11/2018,14,287.0,1
03/11/2018,14,43.0,1
03/11/2018,14,263.0,1
03/11/2018,14,267.0,1
03/11/2018,14,15.01,1
03/11/2018,14,545.0,1
03/11/2018,14,22.01,1
03/11/2018,14,136.02,1
03/11/2018,14,1429.0,1
03/11/2018,14,52.0,1
03/11/2018,14,348.0,1
03/11/2018,13,1010.03,1
03/11/2018,13,348.0,1
03/11/2018,13,12.0,1
03/11/2018,13,253.02,1
03/11/2018,00,34.0,1
03/10/2018,23,1118.0,1
03/10/2018,23,43.0,1
03/10/2018,22,201.02,1
03/10/2018,21,201.0,1
03/10/2018,21,319.0,1
03/10/2018,21,43.0,1
03/10/2018,20,191.0,1
03/10/2018,20,696.02,1
03/10/2018,20,193.0,1
03/10/2018,20,219.0,1
03/10/2018,20,43.0,1
03/10/2018,19,235.02,1
03/10/2018,19,383.01,1
03/10/2018,18,293.0,1
03/10/2018,18,221.02,1
03/10/2018,18,143.0,1
03/10/2018,18,169.01,1
03/10/2018,17,277.02,1
03/10/2018,17,297.0,1
03/10/2018,17,1367.0,1
03/10/2018,17,430.0,1
03/10/2018,17,124.0,1
03/10/2018,17,225.0,1
03/10/2018,17,75.0,1
03/10/2018,16,85.0,1
03/10/2018,16,1333.0,1
03/10/2018,16,294.0,1
03/10/2018,16,339.0,1
03/10/2018,16,231.0,1
03/10/2018,16,249.0,1
03/10/2018,15,808.0,1
03/10/2018,15,970.0,1
03/10/2018,15,311.0,1
03/10/2018,15,64.0,1
03/10/2018,14,151.01,1
03/10/2018,14,462.03,1
03/10/2018,14,90.0,1
03/10/2018,13,1220.0,1
03/10/2018,13,1471.0,1
03/10/2018,13,1237.0,1
03/10/2018,13,243.0,1
03/10/2018,13,1198.0,1
03/10/2018,13,58.0,1
03/10/2018,12,1039.0,1
03/10/2018,12,2.02,1
03/10/2018,12,516.02,1
03/10/2018,11,263.0,1
03/10/2018,11,1163.02,1
03/10/2018,10,216.0,1
03/10/2018,10,293.02,1
03/10/2018,10,383.0,1
03/10/2018,10,81.0,1
03/10/2018,10,237.0,1
03/10/2018,10,3.01,1
03/10/2018,10,385.0,1
03/10/2018,10,197.01,1
03/10/2018,09,797.02,1
03/10/2018,09,219.0,1
03/10/2018,09,222.0,1
03/10/2018,09,277.02,1
03/10/2018,08,172.0,1
03/10/2018,07,167.0,1
03/10/2018,07,223.0,1
03/10/2018,07,884.0,1
03/10/2018,06,70.01,1
03/10/2018,06,24.0,1
03/10/2018,06,367.0,1
03/10/2018,01,277.0,1
03/10/2018,00,183.0,1
03/09/2018,23,50.0,1
03/09/2018,23,309.06,1
03/09/2018,23,189.0,1
03/09/2018,23,379.0,1
03/09/2018,22,167.0,1
03/09/2018,21,259.0,1
03/09/2018,21,148.0,1
03/09/2018,21,52.0,1
03/09/2018,21,174.01,1
03/09/2018,20,334.04,1
03/09/2018,20,298.0,1
03/09/2018,20,621.0,1
03/09/2018,19,139.0,1
03/09/2018,19,170.14,1
03/09/2018,19,1241.0,1
03/09/2018,18,32.0,1
03/09/2018,18,167.0,1
03/09/2018,18,177.01,1
03/09/2018,18,220.0,1
03/09/2018,18,1617.0,1
03/09/2018,17,256.0,1
03/09/2018,17,417.0,1
03/09/2018,16,223.0,1
03/09/2018,16,697.01,1
03/09/2018,16,374.0,1
03/09/2018,16,36.0,1
03/09/2018,16,291.0,1
03/09/2018,15,171.0,1
03/09/2018,15,557.0,1
03/09/2018,12,253.0,1
03/09/2018,12,21.0,1
03/09/2018,12,389.0,1
03/14/2018,07,393.0,1
03/14/2018,04,100.0,1
03/13/2018,23,37.0,1
03/13/2018,22,648.0,1
03/13/2018,22,26.01,1
03/13/2018,22,501.0,1
03/13/2018,21,236.0,1
03/13/2018,20,1207.01,1
03/13/2018,20,682.0,1
03/13/2018,19,237.0,1
03/13/2018,19,1012.0,1
03/13/2018,19,277.0,1
03/13/2018,19,43.0,1
03/13/2018,19,1617.0,1
03/13/2018,18,24.0,1
03/13/2018,18,871.0,1
03/13/2018,18,46.0,1
03/13/2018,17,396.0,1
03/13/2018,17,131.0,1
03/13/2018,17,157.0,1
03/13/2018,17,389.0,1
03/13/2018,17,112.01,1
03/13/2018,16,428.0,1
03/13/2018,16,230.0,1
03/13/2018,16,990.0,1
03/13/2018,15,616.02,1
03/13/2018,14,1093.0,1
03/13/2018,12,279.0,1
03/13/2018,12,1214.0,1
03/13/2018,12,189.0,1
03/13/2018,12,788.01,1
03/09/2018,12,273.0,1
03/09/2018,12,38.0,1
03/09/2018,12,1012.0,1
03/09/2018,12,345.0,1
03/09/2018,11,183.0,1
03/09/2018,11,309.02,1
03/09/2018,11,250.0,1
03/09/2018,11,77.0,1
03/09/2018,11,56.0,1
03/09/2018,10,421.0,1
03/09/2018,10,283.0,1
03/09/2018,10,462.02,1
03/09/2018,10,547.0,1
03/09/2018,10,1010.03,1
03/09/2018,10,231.0,1
03/09/2018,10,519.0,1
03/09/2018,10,697.01,1
03/05/2018,11,513.0,1
03/05/2018,11,30.01,1
03/05/2018,11,1579.02,1
03/05/2018,11,719.0,1
03/05/2018,11,74.0,1
03/05/2018,11,36.02,1
03/05/2018,11,407.01,1
03/05/2018,10,160.0,1
03/05/2018,10,942.02,1
03/05/2018,10,287.0,1
03/05/2018,08,520.0,1
03/05/2018,08,224.0,1
03/05/2018,08,411.0,1
03/05/2018,07,343.0,1
03/05/2018,07,196.0,1
03/05/2018,03,1214.0,1
03/05/2018,02,287.0,1
03/05/2018,02,513.0,1
03/05/2018,01,153.0,1
03/04/2018,22,43.0,1
03/04/2018,20,348.0,1
03/04/2018,20,954.0,1
03/04/2018,20,525.0,1
03/04/2018,20,184.0,1
03/04/2018,19,47.0,1
03/04/2018,19,302.02,1
03/04/2018,19,233.01,1
03/04/2018,19,548.0,1
03/04/2018,18,227.0,1
03/04/2018,18,1579.01,1
03/04/2018,18,179.01,1
03/04/2018,16,20.02,1
03/04/2018,16,342.0,1
03/04/2018,16,66.0,1
03/04/2018,16,143.0,1
03/04/2018,15,24.0,1
03/04/2018,14,179.0,1
03/04/2018,14,462.03,1
03/04/2018,14,97.0,1
03/04/2018,14,60.0,1
03/04/2018,14,600.0,1
03/04/2018,14,1166.0,1
03/04/2018,13,549.0,1
03/04/2018,13,177.0,1
03/04/2018,13,291.0,1
03/04/2018,13,139.0,1
03/04/2018,13,59.02,1
03/04/2018,12,201.02,1
03/04/2018,12,201.0,1
03/04/2018,12,137.0,1
03/04/2018,12,133.0,1
03/04/2018,11,133.0,1
03/04/2018,11,323.0,1
03/04/2018,11,15.02,1
03/04/2018,11,226.0,1
03/04/2018,09,222.0,1
03/04/2018,09,302.02,1
03/04/2018,09,261.0,1
03/04/2018,09,298.0,1
03/04/2018,08,359.0,1
03/04/2018,08,166.0,1
03/04/2018,08,253.0,1
03/04/2018,08,513.0,1
03/04/2018,07,226.01,1
03/04/2018,07,216.02,1
03/04/2018,06,364.0,1
03/04/2018,05,151.02,1
03/04/2018,04,177.02,1
03/04/2018,04,139.0,1
03/04/2018,02,302.01,2
03/04/2018,01,130.0,1
03/04/2018,00,141.02,1
03/04/2018,00,910.0,1
03/04/2018,00,336.0,1
03/03/2018,23,219.0,1
03/03/2018,22,397.0,1
03/03/2018,22,889.02,1
03/03/2018,21,143.0,1
03/03/2018,20,72.0,1
03/03/2018,19,144.0,1
03/03/2018,19,1139.0,1
03/03/2018,19,26.02,1
03/03/2018,19,453.0,1
03/03/2018,18,106.02,1
03/03/2018,18,191.0,1
03/03/2018,17,189.0,1
03/03/2018,17,131.0,1
03/03/2018,17,167.0,1
03/03/2018,16,139.0,2
03/03/2018,16,43.0,1
03/03/2018,16,307.01,1
03/03/2018,16,93.01,1
03/03/2018,15,26.01,1
03/03/2018,15,32.0,1
03/03/2018,15,1010.03,1
03/03/2018,15,900.0,1
03/03/2018,15,139.0,1
03/03/2018,15,194.0,1
03/03/2018,14,224.03,1
03/11/2018,13,167.0,1
03/11/2018,12,1265.0,1
03/11/2018,12,417.0,1
03/11/2018,12,63.0,1
03/11/2018,12,179.0,1
03/11/2018,11,211.0,1
03/11/2018,11,13.0,1
03/11/2018,11,319.01,1
03/11/2018,10,221.02,1
03/11/2018,10,100.0,1
03/11/2018,10,198.0,1
03/11/2018,10,71.0,1
03/11/2018,09,43.0,1
03/11/2018,09,13.0,1
03/11/2018,08,429.02,1
03/11/2018,06,249.0,1
03/11/2018,01,158.02,1
03/11/2018,00,191.0,1
03/11/2018,00,1241.0,1
03/11/2018,00,102.0,1
03/11/2018,00,211.0,1
03/03/2018,14,139.0,1
03/03/2018,13,375.04,1
03/03/2018,13,43.0,1
03/03/2018,13,156.01,1
03/03/2018,13,513.0,1
03/03/2018,13,264.0,1
03/03/2018,12,910.0,1
03/03/2018,12,1571.01,1
03/03/2018,11,277.05,1
03/03/2018,11,175.0,1
03/03/2018,11,311.0,1
03/03/2018,11,211.0,1
03/03/2018,11,964.0,1
03/03/2018,10,1223.0,1
03/03/2018,10,210.0,1
03/03/2018,10,272.0,1
03/03/2018,10,1429.0,1
03/01/2018,11,1409.01,1
03/01/2018,10,414.01,1
03/01/2018,10,236.0,1
03/01/2018,10,307.0,1
03/01/2018,10,1471.0,1
03/01/2018,10,240.0,1
03/01/2018,09,125.0,1
03/01/2018,09,135.0,1
03/01/2018,09,632.0,1
03/01/2018,08,336.0,1
03/01/2018,08,493.02,1
03/01/2018,06,307.0,1
03/01/2018,06,428.0,1
03/01/2018,06,1155.0,1
03/01/2018,05,444.0,1
03/01/2018,04,407.01,1
03/01/2018,02,822.0,1
03/01/2018,01,990.0,1
03/01/2018,00,224.0,1
03/01/2018,00,57.0,1
03/01/2018,00,779.07,1
02/28/2018,23,570.0,1
02/28/2018,21,484.01,1
02/28/2018,21,50.0,1
02/28/2018,21,184.0,1
02/28/2018,21,38.0,1
02/28/2018,21,72.0,1
02/28/2018,21,302.01,1
02/28/2018,20,52.0,1
02/28/2018,20,227.0,1
02/28/2018,20,245.0,1
02/28/2018,19,626.0,1
02/28/2018,19,38.0,1
02/28/2018,19,77.0,1
02/28/2018,19,199.0,1
02/28/2018,19,8.0,1
02/28/2018,19,133.0,1
02/28/2018,19,7.0,1
02/28/2018,18,1227.04,1
02/28/2018,18,224.0,1
02/28/2018,18,35.0,1
02/28/2018,18,73.0,1
02/28/2018,18,51.0,1
02/28/2018,18,213.03,1
02/28/2018,18,177.02,1
02/28/2018,18,263.0,1
02/28/2018,17,1241.0,1
02/28/2018,17,800.0,1
02/28/2018,17,871.0,1
02/28/2018,17,277.02,1
02/28/2018,16,169.0,1
02/28/2018,16,129.01,1
02/28/2018,15,454.0,1
02/28/2018,15,34.0,1
02/28/2018,14,535.0,1
02/28/2018,14,81.0,1
02/28/2018,14,15.01,1
02/28/2018,14,134.0,1
02/28/2018,14,1113.0,1
02/28/2018,14,1008.04,1
02/28/2018,13,105.0,1
02/28/2018,13,177.02,1
02/28/2018,13,493.02,1
02/28/2018,12,317.01,1
02/28/2018,12,882.0,1
02/28/2018,11,285.0,1
02/28/2018,11,391.0,1
02/28/2018,11,493.01,1
02/28/2018,10,188.0,1
02/28/2018,09,81.0,1
02/28/2018,09,88.0,1
02/28/2018,09,271.01,1
02/28/2018,07,120.0,1
02/28/2018,06,326.0,1
02/28/2018,05,210.02,1
02/28/2018,00,279.0,1
02/27/2018,23,126.02,1
02/27/2018,23,268.0,1
02/27/2018,23,297.0,1
02/27/2018,23,889.02,1
02/27/2018,22,289.0,1
02/27/2018,22,63.0,1
02/27/2018,21,434.0,1
02/27/2018,20,404.0,1
02/27/2018,20,59.0,1
02/27/2018,18,259.0,1
02/27/2018,18,243.02,1
02/27/2018,18,434.0,1
02/27/2018,18,421.0,1
02/27/2018,18,664.02,1
02/27/2018,18,1118.0,1
02/27/2018,18,197.01,1
02/27/2018,18,2.0,1
02/27/2018,17,67.0,1
02/27/2018,17,211.0,1
02/27/2018,17,754.0,1
02/27/2018,17,493.02,1
02/27/2018,17,595.01,1
02/27/2018,16,547.0,1
02/27/2018,16,1214.0,1
02/27/2018,16,504.0,1
02/27/2018,16,172.0,1
03/09/2018,10,520.0,1
03/09/2018,10,399.02,1
03/09/2018,10,269.01,1
03/09/2018,09,126.0,1
03/09/2018,09,82.0,1
03/09/2018,09,201.0,1
03/09/2018,09,345.0,1
03/09/2018,08,79.0,1
03/09/2018,07,1529.02,1
03/09/2018,07,656.0,1
03/09/2018,07,1181.0,1
03/09/2018,06,697.01,1
03/09/2018,04,143.0,1
03/09/2018,04,177.01,1
03/09/2018,02,444.0,1
03/09/2018,01,201.0,1
03/08/2018,23,820.0,1
03/08/2018,23,213.0,1
03/08/2018,23,756.0,1
03/08/2018,22,371.0,1
03/08/2018,22,78.0,1
03/08/2018,20,277.0,1
03/08/2018,19,152.0,1
03/08/2018,18,216.01,1
03/08/2018,18,51.0,1
03/08/2018,18,224.0,1
03/08/2018,18,217.03,1
